id,g_ref,g_id,name,phone,y_id,yelp_name,terrasse
22,CnRwAAAAL1UDnVu3rBejGmDDoly9jGg4LZ_a6dYxJDIFkaNKM4jCRbJjpXo1y_B_eeLWxpOHtM50uvpH9H54kra37tF1CqFn-ZzY1hNgnCPMTsom8VBQQDBZ5RjcyOIGv1wkDMtNxEmPfihJnVCk9FlfdrMu8xIQIq2piB740fpwBcWHUkyHLhoUF9FjUP5Mjpr-vFisBGrYjgxFnGc,21026e54427bd1d6f1685b4557059abfccb0a4f2,"Café de Flore","+33 1 45 48 55 26",NECraFwop4jZWC26eb0hXw,"Café de Flore",1
26,CoQBfAAAANbYVxiy0SJtrRGQiySwsd6wtT2XQ-01_518B7WWyRAGB-DcBY1ZCEjrvO_15wKstydnbBjBtDINvoc_EGliUDBrZCVwUhJYQZ6YTJDP8kA6rNB3r8NDRN06TJ-pqbMkbSqtcX_lHoRCq94vcREiA8_BovCq-NjBj9k-Fu9rVzf4EhCtUWvbc4rbtOtHrzdQ4Q9dGhShoDgAPMccY_xsfyyWwgIDgnBjvw,e00d516f10b185c2a85f71b2855b8b24ed4e706c,"The Frog at Bercy Village","+33 1 43 40 70 71",DlclmZ6Nx3F9lTfiUz777g,"The Frog at Bercy Village",1
27,CnRwAAAAPsB6OEH3twM3oG_oqG-jXK8a8bOxGE5VqVwQ-LUFr8LX7LOOT-50lIQ-_rLLsDfXYrBH6b1mdwW5ndAumtTn5AY9nB8N6kmdkM-HmF9CqOdRG9ZFUWCRTE9fXZTfEYFjIxXkSWRlg3mlPedk_6y1XhIQ_G-G0iYLCEhrhW7vY0nu-RoU_D2IrOThbReAvsMMu9KiQ1dEiUw,9d605af226faeb687cfaa35edb603ff269104910,"Café Constant","+33 1 47 53 73 34",vluYZTXmww1A1kroSvb7rw,"Café Constant",1
29,CoQBeAAAALVDkOFWlqqVNCfKofQGqVoNd-xfmmGSNq__40PldQowmA61iKnQdpwQXpsT2MiwnVl7GlO8zCB4-Yj-hsnbJsMO5DL_Zcu8mfc5jyjksnpDHuxHjwyeX7aPqEXIpow34y9jf0ny8qflDIdUBe1tblikw4xMUdJmFh-Ym8u3cCWZEhDjOCOq81WT98kg4wXv2KFCGhSIyjLXRQaJtY3bntL0agyfC9lYew,1241e33b00489cb101a5e42148fcf134cd1530af,"Emporio Armani Caffé","+33 1 45 48 62 15",Qd1VzNdn23x2-i_JFSThXQ,"Emporio Armani Caffe",1
30,CnRpAAAATSWnETjfOj9SdV2J3xvzggP0jDm8tzGGUnxZPLMwtT79pmRznXzRGkHU53Kfs6ER202Mg1OL0aS1X9J2fnoCO2Axv3lajkBI09BgP7Halb6Ze1IjIsF2_YkM47_lfgVgIdAYy0AUihfOGj_h7AWfsxIQcHAYIoh8-h6ALycEzzT-zxoUmzuMxf0lHl64jrWwFcaOUfF_t6o,b4ff512d86498a0d18925104735c5de4062b12f7,Delyan,"+33 1 42 78 35 59",LHuUQxsK-1lDQIrVBqsVbA,Delyan,1
31,CoQBdwAAAN3jplIZZNck0PsnQmq2DK5JPcVqiDNauFDGgEZ3EGqW_91zBiaNWLpbmUzTt2_-yi9VWFClt8ermGdG2XxwQZmjZ09iU2tYho-KjJgJCG2gxTkn-hlLmFpbxz4uK05WNTiKw2JNOT5xblE-2p1o7wRIzboOPI2Ee7SIEmsN2g_YEhB1yWxt7wK7s-EfvjJ9BfzhGhRmnDAFma2--D1JW61AR6C_qJjIdw,8297d61378ec48230913d6095fb110fa5dcf3033,"Le Paris Montparnasse","+33 1 43 20 93 02",3PnAfZQb1RemPgJbdQtrLw,"Le Paris Montparnasse ",1
32,CnRtAAAAoK396wnaW1wUayeY8bvWZwsy2x4ALw1xdZH9dWxAZQuAVjAZk7sWMCiq1AX5NXWESB6LdelmojlR_XiTZ63zZmOKRhQAgCCuPHcobS5iK5fOpBvEU5TmIxwTMXRjwSWbmtdTynKQKz_g2KrAa_5URRIQdsm4n_wNunr5m5uETnuOuhoU0US3SW2nV8rBdeNeuIX7aTZdr7o,17d0fcaebd8ce0967cc8a367da72878163d06fd1,"Riad Nejma","+33 1 42 78 35 00",kNf4E07RfpeOpE2smdWcZw,"Riad Nejma",1
34,CoQBcQAAACna7LGMrqZzg5czkrZeJXhPWOI4g9ryxUmR-d_cRqCOyiCe8A-zaO3W6N_tHMxPfbRFYYFcgbHQLr99E4nTtD-z4j_hDbqlyZxGs6Y21BiSeQvxbLRD5rSxm8FDHRr15TAP8-A-sr3xxxFJbdjxXo0qS1LYbnvx6ixeqGnNgzCtEhD5lPjFDf6PtEGedrRhQJjsGhTMgB9Pc7xvmsFA8KDn57vfd5IFeg,7f4524bad23b357b2a36b652e49e644a52c7a683,"Le Café Marly","+33 1 49 26 06 60",4wTQFT2oxNa6Of9K-r7Uug,"Café Marly",1
35,CnRqAAAAfwrRxHqPYt6v0CSJ9_yTDiEaOHoXcrNQXvFazxUn-xvWPqAmhy8bpTnE_YI8j8KYrhytX0pi_TPs3d5SSWa-vx3CWjOs-2nD0n1feg_0bKnkNq7o22uRAeM9hjRt5EdlNFw1rMhZ_Hi3lVVOSq9gjRIQwfKQjkoy6A5S7_JUagDyIBoU8hXQgYialROehkoqXNYqrJ1b0n4,d630bbb6108a93b78db3230aa5482d569d1b5b70,Carette,"+33 1 47 27 98 85",tR0Nz7oEzCXE8TlAyrVOSw,Carette,1
36,CnRuAAAAyHHiEWP9t1uUIJbVg4iuFag0n1jjkyvyuMRS4dGOm8pwj6TyKyEb3LOl54qDdL_BORPzJIZ1vMW-_phKN6Q_x2u7s8HHYKfPg1Cg73PNrjswCu3Y3ROJnvqLaqR7k2JdjhJU8glQnxkUydJTz4flARIQ3FSulU9oz1MgMtcNrZj96hoUM3I0P2wRYtMBKNtgS3gtjpvGqwk,8a73529aea7ce81abd6196e99e25e34f27759192,"Les Editeurs","+33 1 43 26 67 76",2U2hsMciUkRSxgN7VLzdjw,"Les Editeurs",1
37,CoQBcgAAADON04Y64V38uM437VTfw7ZD_keie0kjKd9rcniqWacCgMsxm-K_veWY04thbyRa8Wd6oxPBIW8EBYH4xUOxwG2_U4QQszBfYAgcmitcXFAZ7eqgNp9JJRG5ilKF7pp87-oKQn_4d4ENLXj8q1hj_xE4k2dsdr1kDIQKCSgVIe9dEhCtadzlw5YWBgM597hLwe5LGhQkJyYlXjGeYN_ai09CsuzIMycHdw,8976c3ecf5840bab44fb6b4a6a2eb24f370b09f8,"Café Beaubourg","+33 1 48 87 63 96",k927Y3PvPDZzIK8zRg895A,"Café Beaubourg",1
40,CnRpAAAAyAmMEpHWcVGLCiyA8k9KzUjZetgNJck4tfKU2D90-T7NOpkoq9q0vXLg3q6oz6cmp0QLtQCezBXcyKTUNaCtZVaaYuebHqEzYDcyEzcemnOnG448LW1pJbowybV3BId6b-jBE2f5D_sKKVNm6pYjZRIQxdQUNc63qmOff7PW7juN1xoUN433BSQ54a-JykwHWjGZLNVeTh4,c41f7adee920bb488ab8c63b0eea3efdadae26c1,"Chai 33","+33 1 53 44 01 01",cq8SfWd1NMpNNDySryFVyw,"Chai 33",1
42,CoQBdgAAAJQRyCq7S9tUN1pxRqkyp_ylGFfCCFdRHtV9saqN1DqCi3jwUiI31Fplv35ggvpAy6cMXnJrLTSri95N5eoP3fxp-24uHlImHOnlbmJAFOCIlRue-Xh6C1jiR2jxSX1EAa1KvSn4LdV9Gbg-k9l4pgl1OAxzMmSEAzq3aAI7H_2SEhDVHb7saLTiH5a4L9aMyAxbGhSVbKiTfKgfdC43Y7m9IDGFStjW2A,1cd97272b639e0045d504bb45c7eb90812b4d184,"Café Ménilmontant","+33 1 47 00 08 98",2kqZVMWGDqnlKNQRbUd4TQ,"Café Ménilmontant",1
43,CoQBcwAAAF9osLku0D11mfFSt8Qn3aVsWZI2vTphkejm2TSfx7055KHd4jenaM_32HRx_bIA9NM0BU9h_Q8jtaNglJyjzSna9HeMBncVSnXlagILmwWw0Zpcsg9hyYckrRlfNV7fChM_oMGjeLlDvUpavgxUG1a20xTBk19ZET0mVZ7kSkZ2EhAE9XVD2Gp4qIhuPLpRGMdgGhTluamzVWkLC17f6LjEOYb7fNEk6g,386fd9a2ffa7d5a5b9438415d1c837cb82159296,"Le Pain Quotidien","+33 1 44 54 03 07",W6MR1NwERnIMphHuw8PZuQ,"Le Pain Quotidien",1
45,CnRtAAAATxy_UA9VlvmM-Bxcy4iQzVYqF5m2vmEsMyDFSOZEEhYsWfkExjs4RczHYjSBhgKM0A1WbITw1z3qoLfQrRr_ii35cjJbRDs9qx8y8M09vfBRADBPkSsaUHIlAzfqFoMFIGdTHftMYj_Rk_V8vRF1sxIQXvw5Y8qHIx2Ncpq7Kk81JRoUXnQvnMRlooVLx1smo0SUysZaciU,4cd27d4d437c549212eb763251f547a12f3a86ed,"Pause Café","+33 1 48 06 80 33",K34f24yYatHw3m-3Epl1zQ,"Le Pause Café",1
50,CnRtAAAAeCi_1VYdCkpT5VgtIm52Muon4WZgyF826pHmQcvrgFGxHCc2H_HIX27DiEpKqQxD7IaIDhvU9Yi2XMMZsMwsAMhyhcNcZLySKHM92qBPxIPMh8_ottT307NbUAF3M_9xigS_P6-Urt8DAXRUqhrGWRIQDslnvbAzU2duXRZtXKnbJBoUqkS7AiVIllUen9LxvozZ3L45ee8,b16c4c5c998842bdb0e1851b5df1273afbf50cd3,"O'Sullivans","+33 1 40 26 73 41",s5gNva-caQvIY6U-R09o0A,"O'Sullivans Pub Montmartre",1
52,CnRwAAAARSuNUTBG70T2KDjxtU_hqgVZnsI73uN3jEs2i9bqjmQTzo3JEJ--hNJoY7qixQyBOkzi-ZS3hCvakKwRJVFwUeEHjNUnghgtQ5saiaB0hPXCo5UgFJJMXL06VIOkWKygYwROIO_grMGRXghhhc4KzxIQK88sIn5BfpCXx6fGZkZd6BoU4tKNRQqwDqspREt1NmJrZf2Pjww,a956d7d9b8c51f49f0f5efe7a521605ca7d25dd8,"Café Charlot","+33 1 44 54 03 30",HdQ5hulixVM7aLf4yJulsw,"Café Charlot",1
54,CoQBcQAAAFRfmhI_I8RqlXQ7w3Yid9ekUVt93fLiMd7zMJWtFvAUKNocRndc70ZgGNQAhOiaaS_6dzyv47rJLlVDO7y1wKYGMmwF_lghvnqymQ3gHMn9E9FnXzaJzJz1z-WQlS923RjsGzmE4T4EIMQ4MqMINB-PnAl-uWuhZG2JV9Tr8l-tEhAiVLwl8MQtcEdZuU-QqnoSGhQgPDALs8vDQ5v4rREiwPS-Me3QkA,de10947a53c7e4cd60b873dda8d84fe908e60b4e,"Mamie Gâteaux","+33 1 42 22 32 15",ek3cVqAdCc8AOBabkS92Iw,"Mamie Gâteaux",1
56,CnRvAAAARf08Wk1t-H5Hqf4VuZv4OY73vf8D12_SlYx9D6ZM1PsFiG0sofT9riwbNvgo1fPowPF58wM0WuBPTVGU3MsIROBofhL_I8msqajF7PPgMCo9r7g-4NSnePQ7ZxNevdxxWD0aOIWDDawUJMev22U8ERIQOrVAE_zbxjEbgG3f4he7FBoUVo1_aeZVRHWjVUXEWSSM8qFX9Bw,f3f316298e95d0cbfa8b2ea91ab75f51c59d80c7,"Charlie Birdy","+33 1 48 28 06 06",Dk4vA9qr9tXWpnc2u-x4jg,"Charlie Birdy",1
58,CoQBdgAAABQZyJ_E1e8UA5iOthiv3-XPWJDDdYrtOUhHvk-HSj4g1cuMd5m0grmT8qKmZhbQlkp9pq7nYmIG6H-zNWN7HxTEcfTSSlwjTQRIs3gOnt2HY_P_gZBPMELijfvz6STRsHoiruV857NmQSySP81S2zcDrGzgoYQLr7JfimBlK6l6EhBL9Jj38yQzkexA3se9ajujGhTxoeUhswXyQHJHQjdXRgG05oHHMg,a2f5435006c6810a85303a4d1684829645eebd66,"Le SANZ by bizz'art","+33 1 44 75 78 78",U1xKocucXQ1Npec1NODpaQ,"SANZ By Bizz'art",1
61,CoQBdAAAAC82q91urB_YCeF4idC58UfODHUQdA3EL8m--ODnRX4xXK9SbBfi9By6TfZlgDpeWvtbJRHx-R3oGkijwFlmnKW9S1M4OqdeE_n0NkS6sS0-KNloD16pyrtAu0WMZlm-t8KziDF5wP4jA0cY_CPT3FEVFa0AFBsw0_MjgZNd5w1qEhBnmVpNxziArztOb4HJ6sv7GhSi84y86XCwJttIzjOK8takd3lq8Q,b70d4dc97fdf77eabb7ed455ce8fc657aaeca19e,"Flottes O. Trement","+33 1 42 60 80 89",wPjxpFT9oMRhZlabrJnKMQ,"Chez Flottes",1
62,CoQBdAAAAPVCSZQBQedjJNJIYtnaV6khQwUd_gQsSfIDouDy9UtxHcKhuZRM34R7aN29CaBRAwKLbf63WM6XULnncgVVb6er6ZuLxURKGCFp-BN1EdHVf6YA5DeEOb1W0UR5F0v4ylOC0vmYY6XGnxkYY0Q7U--qSN6w74SZINsPxacKADY3EhAYUEEHn-JJAsIBot_4adK2GhQiS-kmAvHr_ambnyLZUg9cbXHNEw,a069eed2115b4d848d9336032ac4ad12da63b690,"Latin Corner Café","+33 1 43 54 16 04",xMVDzO-J3nU4txiAt_icQQ,"Latin Corner",1
64,CoQBegAAAN53PI6d9zEOf5EjfbK47Aeg0vEH3ww1LupewXf_Ex-eMPpYa1e7uIAn8Cu8P0hLVCTOPfBsYf2WhrDYt6bnIdNy4RDf1k1LP7i9snFJaJtpwZNb_QzLagsb8OhcR-yDpHpmjZ67HzTJrmgUISpcqJemmv5M4Tn8u-U7MQC-BtbeEhDNCvhZLhUsv0B2i-qVkVnAGhSN4RpTGjTA1b3jcQEWPcExsksubQ,044a99371f4973151d6f1c848902d176250e0e9e,"La Taverne du croissant","+33 1 42 33 35 04",A5krvwNGARHoE-TIMrHIMQ,"Le Croissant",1
65,CnRrAAAAXaoQyKPXgxgeUybZ4T_dHfr8mWbiKSW2pzGiL-WaoTK5Nkfoq25TiG08VOwrmijKYMpO-U7sRcjs6NjURNUXBjHYvxsbOXzW0dQfHc64kg2CrF7hjLy84cdJaoSQbY0MKcpXqwqv3aLUc0oxP-1zKRIQ4OFyC8o7U8l6DXxpugaOQxoUG1bFllbH48u-VezhZPla-RiLHXU,b63e88749535f407af64d0ac6a98ea99c761eeb4,"Le Nemrod","+33 1 45 48 17 05",8JLv5I6hYFwE21_VUxjsQA,"Le Nemrod",1
66,CoQBewAAAI4aHWvnuri8PDgrP2hLwA1C-TG3-3vHI09M2KM6VPLZykDCZ8q3PAxeYXp3Uac0IRl-9ynaNvNFsHD5sG-1cF2D5ExXeZ8uDEkzIYhAwKb1YPXqXO0lrt7AIZ7q3tmTGZIiDBJDZGcmItSCYKNtmw_gqYInKM0AwMLShEip6KoUEhBJv2X2_xzLE9eOlnjJkjveGhS7wATYrVjj_Y-dKBxLBrdhv9n_7A,8b7064235f37b06fd80aeff0c9d08405a9b1db7a,"Brasserie le Grand Palais","+33 1 43 59 76 78",zEsEInF_mH08Sk2zlbWl7g,"Le Grand Palais",1
72,CoQBcQAAALb7rnTBK_WJfOK9BUhViBgXB6-6SbN2p0GwH6KnAxqF2P-y0hNI27zxqMSVLJILwsy4RDYdb973OKlDGEHv_kGvzWKtuewy43lp7b23w0SQ-7dItVOR9jyInVS5DCTzXTvHU1y_LXz0quVzT8I-7FWeDC2QcM6k4FZyeetOjWV2EhD4EmmIcI-M324dbO0dzYd7GhRJPIN3woAbJ7wtfJ99NQ4lhxHOkw,78aff74dbc5b23fb73c4beb590f591485c150d28,"Café Chéri(e)","+33 1 42 02 02 05",_wAMyC75WHy99-MphXzrAA,"Café Chéri",1
73,CnRsAAAABMjcNNTW7EGhjCw3BMHAF1CWWLlAT-eSTPnjSf4cCrS3uZJVVP1j_jW8XxN3HoxByG9VqmL4vuvkVWuvZ-PqHZex28Bmj3-OUhNngeIoGzRn7oaVxZnNNsdOJPLOsvd0CuHwADOT9N504wid_VsVQBIQ35gfr80Tfr9inZDXrHoOtRoUkN9a-eB-WXdQjNJe9AgL3UNohBE,1be9af7b0b92509ac02d3c449968e8b86562ba61,Starbucks,"+33 1 42 33 78 53",dxgaCPX35KCKBqexjGViUQ,"Starbucks Coffee",1
74,CnRuAAAAJnj2Wb44p2jRv94yVDmusR08brsJOZE5e53TaDWv3vrN0siU80-oAxMto8ZI9vOrfCK7UKAQ6Tbdrzt_EBsG9terPXvr2Q2RQtyNsG6y7-C9GvWKKxmizMiTvJyTKn_zi2sRq4JnmheGVxhKuchoxhIQwMsh-egy1x2JYrJ6NzvWChoU45sqYqQx89M9eErqTEOAZD0wkSw,45d84d12831fe142b0cca839250f9166cd20f91c,"Le Bal Café","+33 1 44 70 75 51",z9ykh3HWahoYrQDkmz8LKQ,"Le Bal Café",1
75,CoQBdgAAACRga4FBxiwjf5CIKQ-zI3ZjFf6NZEe5ry5-4JmcyJgcHcHs8J1rAnmUBmvsTBBmF4_iye8gJHyWm-HFFwsw27aaIxnube0lIjPAanHamsRNTinVo9YkbxXtIpWLVTp3L-dhkK5561qcDe_UVs472XYKCyCrduZXKcx-x6ZRfGhaEhBDs2cGfyfFyJBLXcM_YHmjGhSodKt5X-c8XLySNAyLgQVMBOAcjw,3ad2a2757c047b8fbaf8718c549d1bf3f8b3a9b3,"Café Louis Philippe","+33 1 42 72 29 42",9KTlNfXYju6t733GXhrbow,"Louis Philippe",1
78,CnRvAAAAwRpc6jti4hYAtyx8LzFtyq1xh1QjrJGVOmT453wcLOtK8sKP73hWTep5GK7wagOuOYQZb5rPFESeYkMcUlkETFmhCdQ7Sd-BC-pTNwy7sPtSkASe3Sjozr_cDDVNBTx8jUcRFo0COOFYxoRiX1YWthIQbXUfHlhdt1xl1ZhOtz6kKRoU3H9--W4zMMvahDp6BslQ-XtNHYo,dcd177029852347152d06079b68b5b13c702c990,"Cafe Charbon","+33 1 43 57 55 13",ul70QXYj1sSsbYvVcq88jQ,"Café Charbon",1
80,CnRrAAAAzhipr-MODgqUD8RJwwzCRBpEwnyiOwtAEsweEfeBBKfjmriAMMTDVLa6Ym_WeyEzIiiOW7z8ymfwnczRDTLT1mYvcGcIoBVrganERCNSxRPQYifDQyERN2yU6rcfacVvNY-QfY2z7gJxWa4fBwVN0xIQFhm_GT38mwBOkXgq_GMzMBoUjKQ_v1hAkX_U4IuRW9-Hi2Q5QCk,0bed1354aab7cee44e8e528ce0dc8c1ecbc154ac,"café Oz","+33 1 47 70 18 52",h3ocdcbvyIFt_KLsxlTGWg,"Café Oz",1
85,CoQBdwAAAG-vvAo6zTKi1qDTFQMiC82qaC3-pjnrbqXGUK5DwYfsR7hdimt83qRiue5IE5e9FZVBbAK3Q3qM7r28RAWBuRlsVLu3Gsir0selVYbllrbn2YUySuqKtG_gF-sVRlVdcsFDjqkaRSLvRG-a02eV_w084k8U2c_dxR3euEDztwdUEhBhAi4zZ7E4gAnnbRmQEoh-GhT6oBl52fBH0z2QO1dFKYHtGNLJew,da273f2108f5cb09fa3c19d3d9aea4382af035f4,"Restaurant Loving Hut","+33 1 48 06 43 84",Ymtd09ZbjHU2o06GL2fKGg,"Loving Hut",1
91,CnRwAAAA6D6ALqRawA6JqROSTk90_bsb_Le5Uk0n5ed4Em3tHOhQ_2umryYXGGv2OtrSKs0LHqkuqC_xSHoeixIQL0z5_FBxWoVS1aFNHZFZ5GBZkn6RYjrvD0X8z3K8lxJ9gNK5IJ8-3HIjLNGY3pFvZduSXRIQP0sAIgnarwpn9Bj-fvPBYhoUEbYxlysO_EL-xZnxDEimY03IcdE,994f23bbbdf9796c2cd59c1577a2b7dc07ba4695,"A Priori Thé","+33 1 42 97 48 75",3r4z7vTFIlwRgmuxFUo4AA,"A Priori Thé",1
94,CnRrAAAAzTKiZo5IQbfHqTYFQhzM0C3iD_9el24-WcragGDFG9QY9Pm7CH9A3fNyrDTzwnx_byewTaFMiygUUEnJOAAhsAVZeg56TnNnIkW_QPVJJfGxIguv0xLh5xd44VDkr2rDNkdx-toyvevbhuihJCYUxBIQ3_u8xX2owzEMmWXqjGIzGhoUxsLnHaPMWLxHMQTGDoBEMI3sucU,5772dd6c2b6a96819a929c8d4320cb2d8ae3b8cd,Paparazzi,"+33 1 40 07 92 56",Sr5RDY9WhxO6LnSlWG5pZQ,Paparazzi,1
95,CnRtAAAAOF8fqiCEChUiAU-C-V-H2aePgOg0v7myVXhkEa3Yd6fD-8vjpm7vHDYH7Scz1ho8hY-HyzFzEdxwLt-WYYP5jb7YycaErL1V41gdJlFsI7cICu7ytPtyoyXMEgH5vbjf4CqssR7HHG3feQKPZFBr-xIQN5auLvTuH1l-tkQL_oo4BxoUpthcYHqkPJ4HFxGPLHdHADM5Uz4,5d15f352c932137e9d40244980018b1272757c21,"L'imprévu","+33 1 42 78 23 50",_Yh5_shWjgrZjL1-76CZrQ,"L'imprévu Café",1
96,CoQBcwAAABjjbrQqUOFfVDl8ynV0eDZUTTbIdnBE0iiPkUqVbEu7ZMIOnfXcsFqhhLcCrBFou-C9kurS5C8WcbtIpn2NtDcDJCaazM4xqN56Zl9bzZFxpsrjS6VAQxgIsm4f1BttihPe4TtDKXrfG_RwjP1l0eHnHjMOnAcAC_mNEHhe6ZtsEhBi0amgy7TsKqYrNwnGKgKfGhT-uxEDYBhkoe-VcTNl6Ssk4wYxcA,3770c1202bcac9921f957329dc773529a817762a,"Les Fines Gueules","+33 1 42 61 35 41",dolqflLk3Q7JpLthmo-6Pg,"Les Fines Gueules",1
