id,g_ref,g_id,name,phone,y_id,yelp_name,terrasse
11,CoQBeQAAAIMJtCRKbvw5s-ellrGzyt5YZ1KK-_Rc5ls02Z1718ncpFkqectu1XCVuhkwr-6_DXIc4YmyYcFpgs8mkxuyCjSX2Pz0cfppRJPgP96me2ejoHh7oawRcfvzr9mJckhEhWDXHgyjribxlNuYH4q4xmtRxtJFBP-rwdo-NZ_Jze8KEhDXS1EO90YEaSj8iiG_8OetGhTC2HH5BPyU7LC0URNT3GV4MzFKCQ,c3cd04b4b7ab3031e3fa70a6e9a7fb25a222cc6f,"Café philo des Phares","+33 1 42 72 04 70",kwBWrB7tB1a5CHXe7Xni3A,"Café des Phares",1
12,CoQBdQAAABZfnzW74gcRtROyF4r4k-kjlys1hnd397zw_QkMG05msR8uZJY1YekNZKkD9oTcUyaku-jU0gqBdK648zzxRcVEPz4nMsEm1cL4YFHaHiZ3MBZXnTE7sVqYUJfsXVt79DxxAtQNMAQjCP12hpFSjdZ-ei7vwruH2gDoqpXYTJabEhAJakf38f87RUu6M7n888fcGhSqrR3Teg4Nk1bjx9CraUETr88tmw,38ab6218c8da596d3e718f67716a314bf4fa591e,"Café Saint-Victor","+33 1 43 54 30 50",0ZUaIac5v9Pe-ig5npnU-g,"Café Saint-Victor",1
13,CnRtAAAA2z7qwHhppXvwSAB7-htjsB8CZiU_dbMcVneWLlPn8HwO9FJjUn0FRtFBmupwok_GAmzX3SJ4PvA05eI-8cJFd5nCmramH8xQTBRseBIGN5B5vjR-4Y7ltNqIfnQRDqVdlwInRKF4ktujemFiYrUvHxIQn1qPvtRTpQKrTG8LIkT_1hoUT5D6m4Ehn-zVhz147ibqvGLonok,8d1abfbd3a6b05e104efd827ae0c2b657930350a,"Aux Folies","+33 6 14 17 91 33",,,
14,CoQBewAAAHfAk1h5S4_5K7s5mf9xXtijdikI6v3Xay36dodJumuOK71Qh0vd2YUfZYKgIaLqBQMkE1epGZtqzB3SMynx0bJnZFhmXEsV5AAwRJNjnF6MD39_X4gyz0yz8IxVr8y2T94lAepDeWx98UEYShdg_9cml6UfvYUWR_UBpeT7vrOvEhC3kh5KqpKKD2heLsImDVcQGhT8JQbRin8yULsdIWIZ5CjcXg5x1Q,d9a4ab9c4c2171a5a540fb57babe8d282632a74e,"Finland's Cultural Center","+33 1 40 51 89 09",qUUnjf3hSoxKE7Oji0cktQ,"Institut culturel finlandais",
15,CoQBcQAAAAFXwHg8RNe4H6jSTWUfN_tALVsL4pVsd4IM6xuPkchraElalX-PBxe5OOPSZEomiRAZa65tpGTm91Q_ymTTxtXqLe8it-VYAQ1hJFB6EgZeTxYlp67QtWChqnZRoB_EwBhecEHsaHCtJ4aT8lweVqWP19HndZn4dOsvCEnLuxkOEhB7di2cFWynHXYau6NaZfluGhRNyx5H7N5UYMdwp7RjkniD0pwlWw,f2f7f90be2e6ca59ce5c8217769e4b5108833882,"Pré aux Clercs","+33 1 43 54 41 73",NqYcDu7yQl39he7uf_nwTg,"Le Pré Aux Clercs",1
16,CnRoAAAApUNeuK71tA8fM9ZZqlBEgK50Ol4NcXSj54_E9p3WMLv2GLjD8I1rNHMz6mElgkDhLPEGHakJhP4L3QJ472oRnqTE-TtrdtnLMUncKGhi99jCACfBvgT9mcUgSQ0OCrFkQ15Uw442Uszqn_QYTI51sBIQLY8mTQQvxKqBBFzSZruS1BoU-IMgiApAxNuI7GD3cwC33NI2bec,4bca7f2a398c54cf2a21a8cf345903aa6e8a443e,Balzac,"+33 1 45 63 30 50",esJIT76IMvAvxbSKbwCevQ,"Le Balzac",
17,CnRrAAAAONFLQJZPeWt4M2FkruHgSkmvKqOQv_CfJ_GiPSohXpGB7QZW5VDOL9Z9mYw0njTpEhTEEg4Z61K5uCopaKRvKv1rFi2LNjQw9v75X1405uHcCq6o0yXxJ_oRif_CYDR-WDN3tJpdw94pDdlicaSH-hIQdhOjCsCRohKxMoyGMf4__hoUa-5Bs0B2NGXJNIMdGvqN2d50dEg,8eca461011cbe3af0bb524aa3e0e22c073e2fcd6,"Le Square","+33 1 43 06 80 84",Np2GIDetzdTnZKaMvSAfgg,"Le Square Café",
18,CnRwAAAAyuxfkVyS3KeZYxlmGfECdTg8gNXLq9zKc2EhutF2l7DnAIWq8XSpyvoREfDF9WwkJv5t3HC3HkTftocEER1TmLp-VpWWvLrF0_3N4ot_ERJFVs5jckWAqQEO9xTpuaxw1-8JHc3k6LdYiCCKK8gVjBIQEmWndcNRwEdzFCMAymmfUBoUiO2RzvZGVpEBN4Fug9-bYjefXrQ,a2836c423cc8f1cea8910ece9853a76b28c4aa53,"La Porte Didot","+33 1 45 39 55 41",,,
19,CnRtAAAAV5BV6xS03Tqh_XJX3TxL2q4poMCNvhjFk1-5MKrZuDYAChEbRz5F5t35w6JZ4UL54j1uBIUsR9jnjF7roK-SEbjRfARMwfl6Y5AYvTL-Jkvogh2jXmCnvZBzZg5QUp197R4dFRJZHk5P71_Q0PEpPBIQOpKE6C1i9bwppazhs_3w7xoU3sQeLOZ-pJ0e66gNdVca1fRcrNQ,33cb3c03703df9c887f488162262691abf00c615,"Le Florès","+33 1 45 48 96 96",nO1ICD-1irkP_reM21TEbw,"Le Florès",
20,CnRrAAAAXTONsbcnubzM8ZFiRNkWS3pGcM23UIaRZ3aWS_UJweFxUooPrYYaK9C4nFOQliQYJCf-6OfIcXEJ_VvZlNfgvRxv9yZT5cYZ7uM1jq8znCGTtBzv9VumIEzBp4OEKOYur8k7uMqMQOHTw9SwlU5GuBIQXGsrOsHzslTc0kxTRYpGZhoU7v7-rdo6N7sDkeZBOV288gvdl0M,588e1224d6e787c77777e3d942968e1c474f8956,"Ladurée","+33 1 44 07 64 87",M2cBDqDCDM6kZZqaYhXRuw,"Ladurée",
21,CnRtAAAAlEWHXH6cFDm7LTvjSF9caZVJswuBKUm-07RaW2FDpyJGpeBffEriHP3YILhyytmrH6FrpkCm7oJCWipMFnp9ef3ZwuQcxd0Vue-d8bFuLgHQY1_FwpjOOgI0iPZ51Y_5h9hCsRcFjTPVxNPCKBI7fxIQ0A-ejq6kAZagtOoTzeK2BxoUDwpzoHoDWfG33RqOsSUR_3qFu98,e0f700bbd525fab6c0a9ff93000854a924e9cdea,"Le Gaillon","+33 1 47 42 54 16",,,
22,CnRwAAAAL1UDnVu3rBejGmDDoly9jGg4LZ_a6dYxJDIFkaNKM4jCRbJjpXo1y_B_eeLWxpOHtM50uvpH9H54kra37tF1CqFn-ZzY1hNgnCPMTsom8VBQQDBZ5RjcyOIGv1wkDMtNxEmPfihJnVCk9FlfdrMu8xIQIq2piB740fpwBcWHUkyHLhoUF9FjUP5Mjpr-vFisBGrYjgxFnGc,21026e54427bd1d6f1685b4557059abfccb0a4f2,"Café de Flore","+33 1 45 48 55 26",NECraFwop4jZWC26eb0hXw,"Café de Flore",1
23,CoQBcgAAABBKPuNE0BcAQv2SQWON7LaUYXQc91OUNlp94ow0Ue4rF5KD3yxTS9JcYpt_QHywg7ePOhM3veYK2_RPKUMBn-KMDeZTxgwBwW8a3peN2RgtleG_ZIEm3xhRXrHLlfIl7gng__Sbr3h-hajhEovF7QvxYAsacxjKUzGx0LfRi0eJEhDDxGZGuv9j_aOpG91A6DN7GhQSMk5YDaunVFG_pJxZ1BOn9B7N0w,2597f79a9851736d990c0761302ef72fb53a6ed2,"Jean Paul Hévin","+33 1 55 35 35 96",x2OejeviQr4Hn5S8HAYZsw,"Jean-Paul Hévin chocolatier",
24,CoQBcQAAAKRM4EjvcgUcNNAot282owwOw61Lo3ICNzx8cVs6CyDjdSYLeo2q6IjlBq-zBO2i_L31iHbG03_aj6UdIIZ88HIAk81l69HgIsEyJMF2Q5j1nocqSHkxKuDs623M7QEiFVHQ9EF0ES3Bg1qSa3T5sNT1P7fDtk3zPZeZTwL82N4sEhCTaXVNMf1f7S_ZoSLxEJRFGhQVzC-pN6LQPsj3SM5ZzLTvCx4D1Q,bc82d9f0675a1fe2eae4bb07db831974829182b7,"L'Empire Paris","+33 1 40 15 06 06",tFQfoiJtUvKOf9eB3vHP4w,"L'Empire",
25,CnRtAAAAp9_c7XvMtUp5q_sTgh8kA7o-_ybXcTk9WkGkdG1F1iEWbTR7l1XSz-gZnK6TPnaxyHuscDwgaVGMYD7TMG6HtmEdQ-n7joba18DQrZPgqNmkmCagI2yBM_YlwDhok5HAtYq-2ibic__nVNjtVCW1eRIQrvN5nXvvTb_DxoJKPkP2JRoUZB_ddU4oOX-WAeqlMDFYTXaQTgg,9f3e0caf54de6b8f6e26777a4a37c913ff074006,"Rose Bakery","+33 1 42 82 12 80",wQYRvn3j27ITjC72jv2kFQ,"Rose Bakery",0
26,CoQBfAAAANbYVxiy0SJtrRGQiySwsd6wtT2XQ-01_518B7WWyRAGB-DcBY1ZCEjrvO_15wKstydnbBjBtDINvoc_EGliUDBrZCVwUhJYQZ6YTJDP8kA6rNB3r8NDRN06TJ-pqbMkbSqtcX_lHoRCq94vcREiA8_BovCq-NjBj9k-Fu9rVzf4EhCtUWvbc4rbtOtHrzdQ4Q9dGhShoDgAPMccY_xsfyyWwgIDgnBjvw,e00d516f10b185c2a85f71b2855b8b24ed4e706c,"The Frog at Bercy Village","+33 1 43 40 70 71",DlclmZ6Nx3F9lTfiUz777g,"The Frog at Bercy Village",1
27,CnRwAAAAPsB6OEH3twM3oG_oqG-jXK8a8bOxGE5VqVwQ-LUFr8LX7LOOT-50lIQ-_rLLsDfXYrBH6b1mdwW5ndAumtTn5AY9nB8N6kmdkM-HmF9CqOdRG9ZFUWCRTE9fXZTfEYFjIxXkSWRlg3mlPedk_6y1XhIQ_G-G0iYLCEhrhW7vY0nu-RoU_D2IrOThbReAvsMMu9KiQ1dEiUw,9d605af226faeb687cfaa35edb603ff269104910,"Café Constant","+33 1 47 53 73 34",vluYZTXmww1A1kroSvb7rw,"Café Constant",1
28,CnRtAAAALG30Za5ZWzW03-QztWgDVfiFl3o_tFKwfCzhESjgEkVsyfee64HOyGSbaFKYN-NxVG-Ac9EGF1t7vsQpSh5ojFx9j8QGg3_fZsCxy1v9fHPhOP_AJY2rrK_xm_wHZrTFVgcPS3yTPhdWpcjuCE4OVhIQ5o7TsiT8RWQNUluK8eIpNxoUP8KDp0ls34Cicqg5uBp0MtrOjI4,acc68d395f9abc105869244a6ffd26a169164d2f,"Breizh Cafe","+33 1 42 72 13 77",DK98pb7ExxYUlAEfFJ3w1Q,"Breizh Café",0
29,CoQBeAAAALVDkOFWlqqVNCfKofQGqVoNd-xfmmGSNq__40PldQowmA61iKnQdpwQXpsT2MiwnVl7GlO8zCB4-Yj-hsnbJsMO5DL_Zcu8mfc5jyjksnpDHuxHjwyeX7aPqEXIpow34y9jf0ny8qflDIdUBe1tblikw4xMUdJmFh-Ym8u3cCWZEhDjOCOq81WT98kg4wXv2KFCGhSIyjLXRQaJtY3bntL0agyfC9lYew,1241e33b00489cb101a5e42148fcf134cd1530af,"Emporio Armani Caffé","+33 1 45 48 62 15",Qd1VzNdn23x2-i_JFSThXQ,"Emporio Armani Caffe",1
30,CnRpAAAATSWnETjfOj9SdV2J3xvzggP0jDm8tzGGUnxZPLMwtT79pmRznXzRGkHU53Kfs6ER202Mg1OL0aS1X9J2fnoCO2Axv3lajkBI09BgP7Halb6Ze1IjIsF2_YkM47_lfgVgIdAYy0AUihfOGj_h7AWfsxIQcHAYIoh8-h6ALycEzzT-zxoUmzuMxf0lHl64jrWwFcaOUfF_t6o,b4ff512d86498a0d18925104735c5de4062b12f7,Delyan,"+33 1 42 78 35 59",LHuUQxsK-1lDQIrVBqsVbA,Delyan,1
31,CoQBdwAAAN3jplIZZNck0PsnQmq2DK5JPcVqiDNauFDGgEZ3EGqW_91zBiaNWLpbmUzTt2_-yi9VWFClt8ermGdG2XxwQZmjZ09iU2tYho-KjJgJCG2gxTkn-hlLmFpbxz4uK05WNTiKw2JNOT5xblE-2p1o7wRIzboOPI2Ee7SIEmsN2g_YEhB1yWxt7wK7s-EfvjJ9BfzhGhRmnDAFma2--D1JW61AR6C_qJjIdw,8297d61378ec48230913d6095fb110fa5dcf3033,"Le Paris Montparnasse","+33 1 43 20 93 02",3PnAfZQb1RemPgJbdQtrLw,"Le Paris Montparnasse ",1
32,CnRtAAAAoK396wnaW1wUayeY8bvWZwsy2x4ALw1xdZH9dWxAZQuAVjAZk7sWMCiq1AX5NXWESB6LdelmojlR_XiTZ63zZmOKRhQAgCCuPHcobS5iK5fOpBvEU5TmIxwTMXRjwSWbmtdTynKQKz_g2KrAa_5URRIQdsm4n_wNunr5m5uETnuOuhoU0US3SW2nV8rBdeNeuIX7aTZdr7o,17d0fcaebd8ce0967cc8a367da72878163d06fd1,"Riad Nejma","+33 1 42 78 35 00",kNf4E07RfpeOpE2smdWcZw,"Riad Nejma",1
33,CoQBgAAAAC1E03UEF2o5PCBCA6Ok_8kkK64lQHByWcXFGk_DwmQufrkSBTs8LQlP8Gljh4Yi09aNWGx7MhvQmTuzlznRob7Ges09_BNCuNoNwyWYZOmYWrzP_fD_i9b80GB1hsNG2T2xWMoEVRN4KYT0URxx2aMR7nfcpjR0ecCzR4N-B1b2EhC1tEyRyxQBuhSGhXPbE2ZCGhQ58cyzlRL7ylRUF8g8MFoO08vbFw,60802f54cbd60266e49040199f6f2bdcb6263d65,"Mariage Frères Salon de Thé","+33 1 42 72 28 11",lxpKe1ze8Pkyj1f4clYXAA,"Mariage Frères",0
34,CoQBcQAAACna7LGMrqZzg5czkrZeJXhPWOI4g9ryxUmR-d_cRqCOyiCe8A-zaO3W6N_tHMxPfbRFYYFcgbHQLr99E4nTtD-z4j_hDbqlyZxGs6Y21BiSeQvxbLRD5rSxm8FDHRr15TAP8-A-sr3xxxFJbdjxXo0qS1LYbnvx6ixeqGnNgzCtEhD5lPjFDf6PtEGedrRhQJjsGhTMgB9Pc7xvmsFA8KDn57vfd5IFeg,7f4524bad23b357b2a36b652e49e644a52c7a683,"Le Café Marly","+33 1 49 26 06 60",4wTQFT2oxNa6Of9K-r7Uug,"Café Marly",1
35,CnRqAAAAfwrRxHqPYt6v0CSJ9_yTDiEaOHoXcrNQXvFazxUn-xvWPqAmhy8bpTnE_YI8j8KYrhytX0pi_TPs3d5SSWa-vx3CWjOs-2nD0n1feg_0bKnkNq7o22uRAeM9hjRt5EdlNFw1rMhZ_Hi3lVVOSq9gjRIQwfKQjkoy6A5S7_JUagDyIBoU8hXQgYialROehkoqXNYqrJ1b0n4,d630bbb6108a93b78db3230aa5482d569d1b5b70,Carette,"+33 1 47 27 98 85",tR0Nz7oEzCXE8TlAyrVOSw,Carette,1
36,CnRuAAAAyHHiEWP9t1uUIJbVg4iuFag0n1jjkyvyuMRS4dGOm8pwj6TyKyEb3LOl54qDdL_BORPzJIZ1vMW-_phKN6Q_x2u7s8HHYKfPg1Cg73PNrjswCu3Y3ROJnvqLaqR7k2JdjhJU8glQnxkUydJTz4flARIQ3FSulU9oz1MgMtcNrZj96hoUM3I0P2wRYtMBKNtgS3gtjpvGqwk,8a73529aea7ce81abd6196e99e25e34f27759192,"Les Editeurs","+33 1 43 26 67 76",2U2hsMciUkRSxgN7VLzdjw,"Les Editeurs",1
37,CoQBcgAAADON04Y64V38uM437VTfw7ZD_keie0kjKd9rcniqWacCgMsxm-K_veWY04thbyRa8Wd6oxPBIW8EBYH4xUOxwG2_U4QQszBfYAgcmitcXFAZ7eqgNp9JJRG5ilKF7pp87-oKQn_4d4ENLXj8q1hj_xE4k2dsdr1kDIQKCSgVIe9dEhCtadzlw5YWBgM597hLwe5LGhQkJyYlXjGeYN_ai09CsuzIMycHdw,8976c3ecf5840bab44fb6b4a6a2eb24f370b09f8,"Café Beaubourg","+33 1 48 87 63 96",k927Y3PvPDZzIK8zRg895A,"Café Beaubourg",1
38,CnRtAAAAXJ2zfoD1JWwLl6OcHesW5r_YQbHTpk4tz7JYpe_xaMGC_3CCN37adITv79VaF5cA4qCk4Ai8vJBjK0YWXLXeVReaZeeGFjTe8__vV1ErW0VHX-qcz0SxgMhnoU7tMfFxQzaZYMrYYcYgQYTJy3SVoRIQS8rW-9ad-F3JdBS_c9xXzhoUroWX1dsScgy7lrQ1uy6c-RDWLKU,c3a2d07627071e6caf37522ddd035434f576fc85,Bubbolitas,"+33 9 52 60 39 62",0Dqh9eRGKjQSH7uHuCI1DQ,Bubbolitas,
39,CoQBcgAAAFFqaxo_hzLCbQdI7dmJ0o0IlOwDHTJUUBB_RmBMkKZtPvPVUJjcl_JXjJ_gOER6mCgRfOip_Mka2a_XUSF0BmKVKnjJDph5fwFmflh4kIZmUPeWrRRANBS4a430oAxlcTtn9tDL9RK0Bdepv0xom99beZjvDmPbwbRpTmMzBZmGEhBr-z_XXDpFHTpL-oUm2T88GhRm3bT1vexmbJWEqHYiCuqhcpnbFA,7aca32121d3bae015f2e675b412df0c19dbfac3c,"Starbucks Opera","+33 1 40 20 08 37",,,
40,CnRpAAAAyAmMEpHWcVGLCiyA8k9KzUjZetgNJck4tfKU2D90-T7NOpkoq9q0vXLg3q6oz6cmp0QLtQCezBXcyKTUNaCtZVaaYuebHqEzYDcyEzcemnOnG448LW1pJbowybV3BId6b-jBE2f5D_sKKVNm6pYjZRIQxdQUNc63qmOff7PW7juN1xoUN433BSQ54a-JykwHWjGZLNVeTh4,c41f7adee920bb488ab8c63b0eea3efdadae26c1,"Chai 33","+33 1 53 44 01 01",cq8SfWd1NMpNNDySryFVyw,"Chai 33",1
41,CnRrAAAAH6SAmCB7uF99zotphNBZzT_oq2F6Tlmj-rXpyz9OWAwpzyo2f9d0-AkOpmGglQoNFt9sY-SNfi6axmlG0GKKGrOgolg_03d14xOWMpARrsCQbECxRGH49L1efKTJsBSpMzO_8gDWJUrm7TWXKNM9VhIQ6YrLVs6vdMDnkJ6yczcLPxoUxezp--RBA1Ld5JzpRm5H9_jjQZ4,93530db222c12355033f86c57499cc551334a45c,Starbucks,,,,
42,CoQBdgAAAJQRyCq7S9tUN1pxRqkyp_ylGFfCCFdRHtV9saqN1DqCi3jwUiI31Fplv35ggvpAy6cMXnJrLTSri95N5eoP3fxp-24uHlImHOnlbmJAFOCIlRue-Xh6C1jiR2jxSX1EAa1KvSn4LdV9Gbg-k9l4pgl1OAxzMmSEAzq3aAI7H_2SEhDVHb7saLTiH5a4L9aMyAxbGhSVbKiTfKgfdC43Y7m9IDGFStjW2A,1cd97272b639e0045d504bb45c7eb90812b4d184,"Café Ménilmontant","+33 1 47 00 08 98",2kqZVMWGDqnlKNQRbUd4TQ,"Café Ménilmontant",1
43,CoQBcwAAAF9osLku0D11mfFSt8Qn3aVsWZI2vTphkejm2TSfx7055KHd4jenaM_32HRx_bIA9NM0BU9h_Q8jtaNglJyjzSna9HeMBncVSnXlagILmwWw0Zpcsg9hyYckrRlfNV7fChM_oMGjeLlDvUpavgxUG1a20xTBk19ZET0mVZ7kSkZ2EhAE9XVD2Gp4qIhuPLpRGMdgGhTluamzVWkLC17f6LjEOYb7fNEk6g,386fd9a2ffa7d5a5b9438415d1c837cb82159296,"Le Pain Quotidien","+33 1 44 54 03 07",W6MR1NwERnIMphHuw8PZuQ,"Le Pain Quotidien",1
44,CoQBdQAAABuFguJ5sgJv5hfZAhndpqBPvfAEHdrAjObKAacQDDV1-kwMjvnyl7DkhgE0mG-rFct0vWsMH8w9tOgpQayzEf5TL9c3BSIU70kxMVFYfRBQJIzJsKjwikShVrfnpRIqroj6yi5w7LORTbhPDeXrSH0e5Q8DcRDbbh1RGiHlJU5HEhCQHGrDum-SkAP8NzC5HLniGhSQlJhx8-UHC2SqpJoCD7yNpyXPaA,215537db96f012d50b3a74c4d46c5cf5f789154c,"Ladurée Printemps","+33 1 42 82 40 10",mVJi-kuX-hRyEecpBaEi3Q,"Ladurée",0
45,CnRtAAAATxy_UA9VlvmM-Bxcy4iQzVYqF5m2vmEsMyDFSOZEEhYsWfkExjs4RczHYjSBhgKM0A1WbITw1z3qoLfQrRr_ii35cjJbRDs9qx8y8M09vfBRADBPkSsaUHIlAzfqFoMFIGdTHftMYj_Rk_V8vRF1sxIQXvw5Y8qHIx2Ncpq7Kk81JRoUXnQvnMRlooVLx1smo0SUysZaciU,4cd27d4d437c549212eb763251f547a12f3a86ed,"Pause Café","+33 1 48 06 80 33",K34f24yYatHw3m-3Epl1zQ,"Le Pause Café",1
46,CoQBdQAAAIoYdcsWjOYEmc6-q4Trp9bpZlD-G2TilpjF8oz41kxxm2s5Cs4m7dmBStI2LVpkoxhlRjx3ZywBn8WJ2AyUApjP4VM_w7HsKMVIXaG4REiKWpXaL0TQVuK3a-vXoO9YSJBbuSp7TV5lzoGJly6HT0uZ8drecExIJewMUo7IY2RMEhB64PM0hdz4gjVg9Nl0Yn2uGhSXgnoj_HSQvW5d_M5aMpD-UwjM7g,3fbf25bfb7d783fb6caa31061d897678d3197ea6,"Nespresso Boutique","+33 800 55 52 53",9k-Uh7lhWBp3iYeakLu82g,nespresso,
47,CnRrAAAAV1RGhnqxjLr3LNMl8o-stV-_owySZdZFU5-pQiL3Oylkwb4kHx2UDH9-w-3tA_kD9KuM0u_XPDEUlRJLqOYRjtjsGv8WK3VQ2RK061mAQP0mgqw9avoRjQxeOiKbBGPkinVqk1p8ro2GAhoKBxtVxhIQkc1SzZSkpbGP7qbnc3XyeRoUmrt3ukmoIcT-xoS4wjqlogVy0Uw,7e36573eb577d11505d9e85a779bfda2ba93f744,Dalloyau,"+33 1 42 99 90 00",_zZSgnK1YdFpkwA_3hjfew,Dalloyau,0
